period,year,month,headline,pub_date,happiness_score,matched_words,total_words,coverage_ratio
Before,2007,1,Stepping Up the War: Will the Bush Plan Work? (13 Letters),2007-01-12T05:00:00+0000,5.16,10,10,1.0
Before,2007,1,Women Feeling Freer to Suggest ‘Vote for Mom’,2007-01-29T04:46:51+0000,6.0,7,8,0.9
Before,2007,1,Springtime in January,2007-01-08T22:55:00+0000,5.6,2,3,0.7
Before,2007,1,Correction: For the Record,2007-01-11T05:00:00+0000,5.11,4,4,1.0
Before,2007,1,"A Jail Break, but Not to Fear",2007-01-28T05:00:00+0000,3.92,7,7,1.0
Before,2007,1,"In Days Before Hanging, a Push for Revenge and a Push Back From the U.S.",2007-01-07T05:00:00+0000,4.97,16,16,1.0
Before,2007,1,Lazard Chief’s Stock Rises,2007-01-26T12:49:36+0000,5.81,4,5,0.8
Before,2007,1,Politics Could Scuttle Raising Pay for House Members,2007-01-30T05:00:00+0000,5.54,7,8,0.9
Before,2007,1,Duke Players Once Accused of Rape Can Return to School,2007-01-04T05:00:00+0000,4.74,10,10,1.0
Before,2007,1,Tenants Sue Agency Over Brooklyn Project,2007-01-13T05:00:00+0000,5.18,6,6,1.0
Before,2007,1,Conquering the Burning Crusade,2007-01-22T17:43:00+0000,3.93,2,4,0.5
Before,2007,1,Even Mangini and Belichick Can Adjust Only So Much,2007-01-07T05:00:00+0000,5.36,6,9,0.7
Before,2007,1,Talking to Iran,2007-01-20T22:41:31+0000,5.25,3,3,1.0
Before,2007,1,"After an Early Scare, Roddick Takes Control",2007-01-15T05:00:00+0000,4.84,6,7,0.9
Before,2007,1,Just a Simple Taxi Ride (1 Letter),2007-01-10T05:00:00+0000,5.8,6,6,1.0
Before,2007,1,This Emperor Does Have Clothes (but He Says He Doesn’t),2007-01-24T05:00:00+0000,5.26,11,11,1.0
Before,2007,1,Israel’s President to Be Indicted in Rape Case,2007-01-23T05:00:00+0000,4.66,9,9,1.0
Before,2007,1,"In Clue to Addiction, Brain Injury Halts Smoking",2007-01-26T05:00:00+0000,4.42,7,8,0.9
Before,2007,1,"A U.S. Civilian in Baghdad: Standing Out, Even in Death",2007-01-19T05:00:00+0000,4.83,11,11,1.0
Before,2007,1,Prosecutor in Apple Case Joins Law Firm,2007-01-22T12:14:21+0000,5.37,6,7,0.9
Before,2007,1,Finance Firm Hercules Raises $11 Million in Stock Sale,2007-01-04T12:02:00+0000,6.02,7,8,0.9
Before,2007,1,"Barbaro, a Champion",2007-01-29T12:58:00+0000,6.44,2,3,0.7
Before,2007,1,U.P.S. Profit Is Up; Slower Growth Seen,2007-01-31T05:00:00+0000,5.83,8,9,0.9
Before,2007,1,"Love Ya, Really, From Way Over Here",2007-01-23T05:00:00+0000,5.74,7,7,1.0
Before,2007,1,Bitttersweet Triumph,2007-01-23T21:25:15+0000,7.46,1,2,0.5
Before,2007,1,Venezuela: U.S. Envoy Says Bags Are Packed,2007-01-27T05:00:00+0000,5.31,6,8,0.8
Before,2007,1,Return to Haifa Street,2007-01-29T21:48:45+0000,5.21,3,4,0.8
Before,2007,1,Congressional Budget Delay Stymies Scientific Research,2007-01-07T05:00:00+0000,5.19,5,6,0.8
Before,2007,1,"Pursuing Happiness, Greeks and Turks Find One Another",2007-01-30T05:00:00+0000,6.11,6,8,0.8
Before,2007,1,"In Address, Bush Insists U.S. Must Not Fail in Iraq",2007-01-24T05:00:00+0000,4.66,10,11,0.9
Before,2007,1,"Online Music, Then and Now",2007-01-21T05:00:00+0000,6.24,5,5,1.0
Before,2007,1,Spy Chief’s Choice to Step Back Feeds Speculation,2007-01-05T05:00:00+0000,5.38,9,9,1.0
Before,2007,1,2008: Senator Clinton Casts a Long Shadow,2007-01-21T16:39:47+0000,5.03,5,6,0.8
Before,2007,1,A Trip Off the Beaten Path (for Everyone Involved),2007-01-20T05:00:00+0000,5.2,9,9,1.0
Before,2007,1,"Robert Noortman, 60, Dealer Influential in the Art World",2007-01-21T05:00:00+0000,5.6,6,8,0.8
Before,2007,1,Leak Reveals '08 Strategy From Giuliani Camp,2007-01-02T05:00:00+0000,5.69,5,6,0.8
Before,2007,1,Costco Bias Suit Is Given Class-Action Status,2007-01-12T05:00:00+0000,5.38,7,8,0.9
Before,2007,1,The Rabbi With Little to Do,2007-01-21T05:00:00+0000,5.23,6,6,1.0
Before,2007,1,War and Cheap Oil: A Second Look,2007-01-07T05:00:00+0000,4.79,7,7,1.0
Before,2007,1,Riders on the Storm,2007-01-21T05:00:00+0000,5.11,4,4,1.0
Before,2007,1,Knicks' Thomas Says Progress Will Take Time,2007-01-15T05:00:00+0000,5.66,7,7,1.0
Before,2007,1,Pulse: Culture Shop,2007-01-05T09:55:00+0000,6.47,3,3,1.0
Before,2007,1,Smooth Move,2007-01-14T05:00:00+0000,6.26,2,2,1.0
Before,2007,1,Miler Is 6 Years Older and 3 Seconds Better,2007-01-21T05:00:00+0000,5.42,6,7,0.9
Before,2007,1,Yahoo Brings MyBlogLog into the Fold,2007-01-09T12:14:59+0000,5.38,5,6,0.8
Before,2007,1,Authentic Taste of Jamaica in a Deli Without Frills,2007-01-14T05:00:00+0000,5.4,6,9,0.7
Before,2007,1,"Correction: Where Money’s No Object, Space Is No Problem",2007-01-28T05:00:00+0000,4.83,10,10,1.0
Before,2007,1,Decisions on the Horizon,2007-01-09T05:00:00+0000,5.59,4,4,1.0
Before,2007,1,"Moonves Speaks, But Offers Few Hints on M&A",2007-01-10T19:32:09+0000,5.25,7,9,0.8
Before,2007,1,Editorials Elsewhere,2007-01-11T21:26:55+0000,5.09,2,2,1.0
Before,2007,1,"The Motor Stadt in Stuttgart, Germany (Psst! This Isn’t Michigan)",2007-01-07T05:00:00+0000,5.25,8,11,0.7
Before,2007,1,"Dell Says Plant a Tree, Help the Environment",2007-01-10T05:00:00+0000,5.96,8,8,1.0
Before,2007,1,Politics and the Corruption Fighter,2007-01-18T05:00:00+0000,4.28,5,5,1.0
Before,2007,1,Toy-Size Sculptures That Play With Adult-Size Emotions,2007-01-22T05:00:00+0000,5.89,8,9,0.9
Before,2007,1,Loose Ends in Enron’s Tangled Web,2007-01-02T12:53:32+0000,4.75,6,7,0.9
Before,2007,1,With Reese Hoffa,2007-01-28T05:00:00+0000,5.72,1,3,0.3
Before,2007,1,"Young Lovers, a Vespa and a Frolic by Rossini",2007-01-27T05:00:00+0000,5.84,6,9,0.7
Before,2007,1,Former Merrill Analyst Sentenced in Insider-Trading Case,2007-01-05T17:07:42+0000,5.06,7,8,0.9
Before,2007,1,"One-Armed Bandits, Working for the Public",2007-01-21T05:00:00+0000,5.03,6,7,0.9
Before,2007,1,"Keeping Their Distance, but Still Playing for the Homeland",2007-01-19T05:00:00+0000,5.31,8,9,0.9
Before,2007,1,State Farm Settles Katrina Claims in Mississippi,2007-01-23T05:00:00+0000,5.48,5,7,0.7
Before,2007,1,The Economists' Web Sites,2007-01-09T07:17:00+0000,5.44,4,4,1.0
Before,2007,1,A Turbulent Life Is Described by the Family of a Killer,2007-01-23T05:00:00+0000,5.36,10,11,0.9
Before,2007,1,From Sex Trade to Vultures: Asia Outside In,2007-01-03T05:00:00+0000,5.9,7,8,0.9
Before,2007,1,Two Media Superstars Head for Warmer Climes,2007-01-14T05:00:00+0000,5.55,4,7,0.6
Before,2007,1,Mystery Freight Train Out of Queens? It May Soon Be a Familiar Sight,2007-01-31T05:00:00+0000,5.66,12,13,0.9
Before,2007,1,Chicago Merc’s Profit Falls Short of Expectations,2007-01-31T12:34:29+0000,5.29,7,8,0.9
Before,2007,1,"A Way of Life, Seen Through Coal-Tinted Glasses",2007-01-14T05:00:00+0000,5.53,8,9,0.9
Before,2007,1,"Shifting Strategy, Maserati Finally Adds an Automatic",2007-01-18T05:00:00+0000,5.63,5,7,0.7
Before,2007,1,Getting That Photo-Op,2007-01-24T03:35:45+0000,5.54,4,4,1.0
Before,2007,1,"Harrison Opens Up on the Field, Not Off It",2007-01-31T05:00:00+0000,5.17,9,9,1.0
Before,2007,1,Cut and Run,2007-01-28T05:00:00+0000,4.71,3,3,1.0
Before,2007,1,Position Wanted,2007-01-04T05:00:00+0000,5.47,2,2,1.0
Before,2007,1,"To Critics, It’s Just Pork; Others See Democracy",2007-01-22T05:00:00+0000,5.25,9,9,1.0
Before,2007,1,Correction: TV Dramas Rip the Cover Off Magazines,2007-01-21T05:00:00+0000,5.07,7,8,0.9
Before,2007,1,Off the Menu,2007-01-03T05:00:00+0000,5.07,3,3,1.0
Before,2007,1,Museum and Gallery Listings,2007-01-26T05:00:00+0000,5.9,4,4,1.0
Before,2007,1,N.F.L. vs. College Football,2007-01-04T06:28:44+0000,5.44,6,6,1.0
Before,2007,1,Wi-Fi Is Hitting the Road in Cars From Avis,2007-01-02T12:38:58+0000,5.21,9,10,0.9
Before,2007,1,Greenberg Invests in China Buyout Fund,2007-01-25T12:52:02+0000,5.52,4,6,0.7
Before,2007,1,Seahawks’ Season Is Marked by Loss,2007-01-15T05:00:00+0000,4.72,5,6,0.8
Before,2007,1,"Maureen Orcutt, Early Woman Golfer and Sportswriter, Dies at 99",2007-01-11T05:00:00+0000,5.01,6,9,0.7
Before,2007,1,Kansas Senator Announces Bid for Presidency,2007-01-21T05:00:00+0000,5.22,6,6,1.0
Before,2007,1,North Korea and U.S. Envoys Meet in Berlin,2007-01-18T05:00:00+0000,5.47,8,9,0.9
Before,2007,1,Hong Kong and Shanghai Duel for Financial Capital Title,2007-01-16T12:19:49+0000,5.38,7,9,0.8
Before,2007,1,Student Binge Drinking (1 Letter),2007-01-08T05:00:00+0000,6.22,3,4,0.8
Before,2007,1,"On the Speed Channel, the Lead Roles in a New Show Are Played by 2 Toyotas",2007-01-12T05:00:00+0000,5.68,14,15,0.9
Before,2007,1,To Resign or Not to Resign?,2007-01-29T01:34:52+0000,4.7,4,6,0.7
Before,2007,1,"In Europe and Elsewhere, Bush’s New War Strategy Is Greeted With Skepticism",2007-01-13T05:00:00+0000,5.24,11,13,0.8
Before,2007,1,"For Bidders, India’s 2¢-a-Minute Caller Is a Caller Nonetheless",2007-01-10T13:04:19+0000,5.34,8,11,0.7
Before,2007,1,Israeli Court Convicts Ex-Minister in Sex Scandal,2007-01-31T05:00:00+0000,4.87,7,8,0.9
Before,2007,1,Safeguarding Reactors (1 Letter),2007-01-17T05:00:00+0000,5.94,1,3,0.3
Before,2007,1,"G.E. Magic Can Fade, After G.E.",2007-01-04T05:00:00+0000,5.11,8,8,1.0
Before,2007,1,Court Rules Against Sentencing Rules in Calif.,2007-01-22T05:00:00+0000,4.43,6,7,0.9
Before,2007,1,Edwards Appeals to Congress With Ad,2007-01-24T18:37:24+0000,5.09,6,6,1.0
Before,2007,1,Bush and Cheney Rebuff Critics of Iraq Troop Increase,2007-01-14T05:00:00+0000,4.88,6,9,0.7
Before,2007,1,Empty Seat on Giants’ Bus to Philadelphia,2007-01-04T05:00:00+0000,5.16,7,7,1.0
Before,2007,1,HealthSouth Sells Outpatient Division,2007-01-30T12:22:53+0000,4.99,2,4,0.5
Before,2007,1,Texas City Takes Step to Ease Ban on Renting to Illegal Immigrants,2007-01-24T05:00:00+0000,4.95,11,12,0.9
Before,2007,1,3 Killed as Hamas and Fatah Fight On,2007-01-28T05:00:00+0000,4.05,5,7,0.7
Before,2007,1,"At Lawmakers’ Retreat, G.O.P. Plots a Comeback",2007-01-27T05:00:00+0000,5.0,7,9,0.8
Before,2007,1,Layoffs Imminent at Philadelphia Inquirer,2007-01-03T05:00:00+0000,5.31,2,5,0.4
Before,2007,1,"As Le Mans Grows Richer, Will the U.S. Grand Prix Grow Poorer?",2007-01-10T18:55:07+0000,5.7,10,13,0.8
Before,2007,1,Blodget Warns on Hedge-Fund Investing,2007-01-02T11:51:45+0000,5.91,3,6,0.5
Before,2007,1,"Winning, By Design",2007-01-16T02:03:34+0000,6.45,3,3,1.0
Before,2007,1,We Land Where Others Fly,2007-01-18T17:00:20+0000,5.82,5,5,1.0
Before,2007,1,Webb’s Winning Reply,2007-01-24T15:25:47+0000,6.23,3,4,0.8
Before,2007,1,Improbable Gators Consider the Possibilities,2007-01-08T05:00:00+0000,5.74,3,5,0.6
Before,2007,1,Queens: Vigil by Shooting Victim’s Mother,2007-01-03T05:00:00+0000,4.83,6,7,0.9
Before,2007,1,China Says It May Be Flexible With Yuan,2007-01-08T05:00:00+0000,5.43,6,8,0.8
Before,2007,1,Iraq Parliament Finds a Quorum Hard to Come By,2007-01-24T05:00:00+0000,4.99,8,9,0.9
Before,2007,1,The Week in Connecticut,2007-01-28T05:00:00+0000,5.28,4,4,1.0
Before,2007,1,The Stealth Campaign,2007-01-03T20:12:07+0000,5.16,2,3,0.7
Before,2007,1,Blogtalk: A Pre-emptive Debate,2007-01-11T00:40:54+0000,5.11,3,5,0.6
Before,2007,1,A Review: Presentations Lacking,2007-01-07T19:28:02+0000,4.76,3,4,0.8
Before,2007,1,Moving It All to Vista,2007-01-25T05:00:00+0000,5.52,5,5,1.0
Before,2007,1,Correction: Alexis Chiang and Thomas Colvin,2007-01-21T05:00:00+0000,4.86,3,6,0.5
Before,2007,1,The Week on Long Island,2007-01-28T05:00:00+0000,5.43,5,5,1.0
Before,2007,1,"Heeding the Call, Even When It Doesn’t Come",2007-01-20T18:14:24+0000,5.21,8,9,0.9
Before,2007,1,"With Wild-Card Spot Clinched, Jets Can Finally Talk Playoffs",2007-01-01T05:00:00+0000,5.63,9,10,0.9
Before,2007,1,"Bush Reaches Out, but Keeps One Hand on the Wheel",2007-01-04T05:00:00+0000,5.32,10,10,1.0
Before,2007,1,Home Depot Chief’s Pay in 2007 Could Reach $8.9 Million,2007-01-25T05:00:00+0000,5.88,9,9,1.0
Before,2007,1,New DVDs:  ‘Films of Kenneth Anger’ and ‘Samurai Classics’,2007-01-23T05:00:00+0000,5.4,7,9,0.8
Before,2007,1,The Reel and the Real,2007-01-14T05:00:00+0000,5.49,4,5,0.8
Before,2007,1,A Pair of New Owners for an Old President,2007-01-05T05:00:00+0000,5.38,9,9,1.0
Before,2007,1,You Won. Now Legislate! (1 Letter),2007-01-31T05:00:00+0000,6.54,4,5,0.8
Before,2007,1,Fire Department Relents on Locker Policy,2007-01-31T05:00:00+0000,4.9,5,6,0.8
Before,2007,1,House Passes Bill Mandating Drug Price Negotiations,2007-01-12T05:00:00+0000,4.82,6,7,0.9
Before,2007,1,New York Judges’ Pay (1 Letter),2007-01-13T05:00:00+0000,5.71,5,5,1.0
Before,2007,1,iPhone Pros and Cons,2007-01-10T17:59:08+0000,5.88,2,4,0.5
Before,2007,1,"Civil War, or War Against Civilians?",2007-01-25T19:53:28+0000,3.86,6,6,1.0
Before,2007,1,Fewer Excuses for Not Doing a PC Backup,2007-01-04T05:00:00+0000,4.88,8,8,1.0
Before,2007,1,Caremark Shareholders’ Bitter Pill,2007-01-22T12:15:35+0000,4.39,3,4,0.8
Before,2007,1,The Week on Long Island,2007-01-14T05:00:00+0000,5.43,5,5,1.0
Before,2007,1,Not Ready to Wind Down,2007-01-28T05:00:00+0000,4.98,5,5,1.0
Before,2007,1,"At Border, Signs of Pakistani Role in Taliban Surge",2007-01-21T05:00:00+0000,5.24,6,9,0.7
Before,2007,1,"Now, for Even Longer Odds",2007-01-02T13:55:54+0000,5.38,5,5,1.0
Before,2007,1,Corrections: For the Record,2007-01-14T05:00:00+0000,5.33,3,4,0.8
Before,2007,1,Do You Know Your Health I.Q.?,2007-01-30T08:35:00+0000,5.92,7,7,1.0
Before,2007,1,Governor Is Challenged on Ethics by Bruno,2007-01-18T05:00:00+0000,5.47,6,7,0.9
Before,2007,1,Bush’s Plan for Iraq Runs Into Opposition,2007-01-12T05:00:00+0000,4.91,8,8,1.0
Before,2007,1,Blackstone Makes New Offer for Equity Office,2007-01-25T05:00:00+0000,5.88,6,7,0.9
Before,2007,1,The Candidates for Comptroller,2007-01-19T19:38:06+0000,5.13,3,4,0.8
Before,2007,1,"With Brooklyn on Horizon, Nets’ Brain Trust Considers All Options",2007-01-14T05:00:00+0000,6.05,9,10,0.9
Before,2007,1,"Opening a New Front in the War, Against Iranians in Iraq",2007-01-15T05:00:00+0000,4.89,10,11,0.9
Before,2007,1,"Miner’s Shacks, Mansions and the Real-Life West",2007-01-19T05:00:00+0000,5.84,6,9,0.7
Before,2007,1,Violence in Beirut,2007-01-24T00:34:40+0000,3.68,2,3,0.7
Before,2007,1,Defense May Be Ultimate Measure of Colts’ Success,2007-01-04T05:00:00+0000,5.79,8,8,1.0
Before,2007,1,Jumbo Bonuses: Dial Your Envy Down a Notch,2007-01-07T05:00:00+0000,4.68,5,8,0.6
Before,2007,1,The Ultimate iPhone Frequently Asked Questions,2007-01-11T19:43:13+0000,5.65,6,6,1.0
Before,2007,1,Belichick’s Wisdom Equals Victory,2007-01-08T05:00:00+0000,6.68,3,5,0.6
Before,2007,1,"In Trying Times, Papers Retreat From Washington",2007-01-08T05:00:00+0000,5.5,7,7,1.0
Before,2007,1,Stirring Many Ingredients Into a Strangely Blended Brew,2007-01-24T05:00:00+0000,5.53,4,8,0.5
Before,2007,1,Texas Speaker Wins Challenge and Keeps Post,2007-01-10T05:00:00+0000,5.86,7,7,1.0
Before,2007,1,TD Banknorth Post 50% Rise in Fourth Quarter Profit,2007-01-25T12:11:15+0000,5.8,7,8,0.9
Before,2007,1,The Bike Ride,2007-01-31T18:00:31+0000,5.95,3,3,1.0
Before,2007,1,"For Dodd, Wall Street Looms Large",2007-01-02T19:07:27+0000,5.42,4,6,0.7
Before,2007,1,"A Journey to Ethiopia, Citified Yet Authentic",2007-01-10T05:00:00+0000,5.52,4,7,0.6
Before,2007,1,Slimmer Time in the Age of the Internet,2007-01-08T05:00:00+0000,5.5,7,8,0.9
Before,2007,1,Defense Dept. Settles Suit on Database for Recruiting,2007-01-10T05:00:00+0000,5.39,5,8,0.6
Before,2007,1,Groups Head to Capital to Step Up Antiwar Drive,2007-01-26T05:00:00+0000,5.63,8,9,0.9
Before,2007,1,"After Murder, Keeping a Flame Alive",2007-01-28T05:00:00+0000,5.09,6,6,1.0
Before,2007,1,Vivendi and Deutsche Telekom Both Claim Victory in PTC Ruling,2007-01-10T12:38:01+0000,5.74,6,10,0.6
Before,2007,1,Newark: Hospital’s Use of Helicopter Is Questioned,2007-01-16T05:00:00+0000,4.79,7,8,0.9
Before,2007,2,A Tribe Turns to 3-D Animation for Modern Storytelling,2007-02-10T05:00:00+0000,5.39,7,9,0.8
Before,2007,2,Citizens’ Groups Take Root Across China,2007-02-15T05:00:00+0000,5.51,6,6,1.0
Before,2007,2,Broken Wings,2007-02-25T14:56:00+0000,4.77,2,2,1.0
Before,2007,2,From the Cover of Magazines to the Back Page of a Career,2007-02-06T05:00:00+0000,5.34,12,12,1.0
Before,2007,2,Eddie Bauer Shareholders Reject Buyout,2007-02-09T12:20:49+0000,5.4,2,5,0.4
Before,2007,2,"Cutbacks at Airbus Approved, but Details Are Not Yet Public",2007-02-27T05:00:00+0000,5.12,8,10,0.8
Before,2007,2,Mets Are Packing Roster for the Early Bird Specials,2007-02-20T05:00:00+0000,5.44,7,9,0.8
Before,2007,2,"M. Lamar Muse, 86, Dies; Led Southwest Airlines",2007-02-07T05:00:00+0000,4.81,5,7,0.7
Before,2007,2,Nassau County: L.I.R.R. Service Disrupted,2007-02-03T05:00:00+0000,5.34,7,8,0.9
Before,2007,2,"From Mecca, an Invitation to Form a Government",2007-02-09T05:00:00+0000,5.31,7,8,0.9
Before,2007,2,Tata Would Have Gone Higher on Corus Bid,2007-02-02T12:38:41+0000,5.32,6,8,0.8
Before,2007,2,NATO Asked to Meet Promises Already Made to Afghanistan,2007-02-09T05:00:00+0000,5.3,9,9,1.0
Before,2007,2,Environmental Effects of Wood-Fired Boilers; Medical Treatment at Your Supermarket (3 Letters),2007-02-11T05:00:00+0000,5.08,10,12,0.8
Before,2007,2,Corrections: For the Record,2007-02-12T05:00:00+0000,5.33,3,4,0.8
Before,2007,2,Oh What a Malleable War,2007-02-18T05:00:00+0000,4.17,4,5,0.8
Before,2007,2,"An Opinionated Orchestra, an Indulgent Conductor",2007-02-03T05:00:00+0000,5.46,4,6,0.7
Before,2007,2,Spare Times: For Children,2007-02-09T05:00:00+0000,5.92,4,4,1.0
Before,2007,2,HSBC Ousts Its North American Chief,2007-02-22T15:32:14+0000,5.85,4,6,0.7
Before,2007,2,Bringing a Touch of Daytime to Hollywood’s Biggest Night,2007-02-26T05:00:00+0000,5.69,9,10,0.9
Before,2007,2,"Paul Kline, Richard Maxwell",2007-02-04T05:00:00+0000,5.35,2,4,0.5
Before,2007,2,"On Star-Studded Stage, Bryant Proves the Best",2007-02-19T05:00:00+0000,6.13,5,8,0.6
Before,2007,2,Horror Movie at High Pitch in TV Ad Aimed at Teenagers,2007-02-19T05:00:00+0000,5.46,10,11,0.9
Before,2007,2,"A Force in Seton Hall Sports, on and Off Court",2007-02-25T05:00:00+0000,4.97,9,10,0.9
Before,2007,2,People and Accounts of Note,2007-02-21T05:00:00+0000,5.34,5,5,1.0
Before,2007,2,Midnight’s Grandchildren,2007-02-04T05:00:00+0000,6.21,3,3,1.0
Before,2007,2,"Ships Are Rocking More, and Not From Waves",2007-02-25T05:00:00+0000,5.56,8,8,1.0
Before,2007,2,New CDs,2007-02-19T05:00:00+0000,6.49,2,2,1.0
Before,2007,2,New York Is King for a Week,2007-02-04T05:00:00+0000,5.62,7,7,1.0
Before,2007,2,From Phobia to Fame: A Southern Cook’s Memoir,2007-02-28T05:00:00+0000,5.65,8,9,0.9
Before,2007,2,What’s on Monday Night,2007-02-24T05:00:00+0000,5.18,5,5,1.0
Before,2007,2,God vs. Evolution in Kansas … Again,2007-02-13T17:34:51+0000,5.69,6,6,1.0
Before,2007,2,"Tiny State, Big Ambitions",2007-02-25T05:00:00+0000,5.47,3,4,0.8
Before,2007,2,And if the Security Deposit Earns Less Than 1 Percent?,2007-02-16T06:03:00+0000,5.38,9,9,1.0
Before,2007,2,4 Salvadorans Killed in Way That Evokes ’80s Conflict,2007-02-21T05:00:00+0000,4.23,6,8,0.8
Before,2007,2,"Inside the Union Club, Jaws Drop",2007-02-11T05:00:00+0000,5.32,5,6,0.8
Before,2007,2,"Private Virtue, Public Vice",2007-02-08T05:00:00+0000,5.43,4,4,1.0
Before,2007,2,Editor’s Choice,2007-02-25T05:00:00+0000,5.64,3,3,1.0
Before,2007,2,"36 Hours in Sedona, Ariz.",2007-02-11T05:00:00+0000,5.36,2,4,0.5
Before,2007,2,Praying at the Pump,2007-02-02T05:00:00+0000,5.52,4,4,1.0
Before,2007,2,The Old Guard Flexes Its Muscles (While It Still Can),2007-02-18T05:00:00+0000,5.14,9,10,0.9
Before,2007,2,The Pragmatism and Poetry of Isabel Toledo,2007-02-09T05:00:00+0000,5.38,4,7,0.6
Before,2007,2,Defense Calls Padilla Incompetent for Trial,2007-02-23T05:00:00+0000,4.95,4,6,0.7
Before,2007,2,A Longer Commute? Perfect!,2007-02-04T05:00:00+0000,5.95,3,4,0.8
Before,2007,2,"Former Monster Lawyer in Plea Deal, Report Says",2007-02-15T12:42:07+0000,4.72,8,8,1.0
Before,2007,2,Science Panel Calls Global Warming ‘Unequivocal’,2007-02-03T05:00:00+0000,5.88,5,6,0.8
Before,2007,2,Thinks Big About the Little Guy,2007-02-04T05:00:00+0000,5.54,6,6,1.0
Before,2007,2,Youngest Workers Lose Ground in City’s Strong Job Market,2007-02-27T05:00:00+0000,5.49,9,10,0.9
Before,2007,2,Hard Traveler,2007-02-18T05:00:00+0000,5.33,2,2,1.0
Before,2007,2,Student’s Recording of Teacher’s Views Leads to a Ban on Taping,2007-02-01T05:00:00+0000,5.36,12,13,0.9
Before,2007,2,Subscription Peddlers (1 Letter),2007-02-24T05:00:00+0000,5.94,1,3,0.3
Before,2007,2,Another Brickbat at Ground Zero,2007-02-20T20:50:50+0000,4.7,4,5,0.8
Before,2007,2,A Bookstore-Cafe With Its Heart in Puerto Rico,2007-02-04T05:00:00+0000,5.79,7,9,0.8
Before,2007,2,Letters,2007-02-11T05:00:00+0000,5.9,1,1,1.0
Before,2007,2,C.I.A. Veteran Races Time to Rescue Fledgling Agency,2007-02-16T05:00:00+0000,5.53,9,10,0.9
Before,2007,2,F.B.I. Agent Says Libby Denied Being Leak Source,2007-02-02T05:00:00+0000,4.98,8,10,0.8
Before,2007,2,The Job Transfer: Look Before You Leap,2007-02-04T05:00:00+0000,5.64,7,7,1.0
Before,2007,2,Platinum Looks Set to Win Delphi Unit,2007-02-01T12:30:08+0000,6.17,6,7,0.9
Before,2007,2,New York Collections,2007-02-11T14:17:00+0000,6.12,3,3,1.0
Before,2007,2,Qwest Records Quarterly Profit and Rise in Internet Subscribers,2007-02-09T05:00:00+0000,6.18,7,9,0.8
Before,2007,2,"The Good, the Bad, the Amusing",2007-02-01T05:00:00+0000,4.96,5,6,0.8
Before,2007,2,Britain: Poison Victim’s Widow Asks Putin to Find Killers,2007-02-06T05:00:00+0000,4.02,9,10,0.9
Before,2007,2,British Prince Wants to Go to Iraq,2007-02-19T13:15:00+0000,5.27,7,7,1.0
Before,2007,2,The Bigger Stars May Be the Ones in the Commercials,2007-02-04T05:00:00+0000,5.47,10,10,1.0
Before,2007,2,"Talk to the Newsroom: <br />
Style Editor Trip Gabriel",2007-02-12T15:17:00+0000,5.9,6,9,0.7
Before,2007,2,"Finally, Some Recognition for Winslet",2007-02-22T13:55:09+0000,5.59,4,5,0.8
Before,2007,2,Icahn Offers to Buy Auto-Parts Maker Lear,2007-02-05T20:02:22+0000,5.74,6,8,0.8
Before,2007,2,Germany: Parliament Adopts Health Reform,2007-02-03T05:00:00+0000,5.9,4,5,0.8
Before,2007,2,"After So Many Deaths, Too Many Births",2007-02-11T05:00:00+0000,4.78,6,7,0.9
Before,2007,2,Court Rejects Tax Shelter Once Sold by KPMG,2007-02-02T12:14:59+0000,4.74,6,8,0.8
Before,2007,2,Corrections: For the Record,2007-02-28T05:00:00+0000,5.33,3,4,0.8
Before,2007,2,"Doppler Radar? No, Carol Yerdon Uses a Yardstick Out Back",2007-02-13T05:00:00+0000,4.96,6,10,0.6
Before,2007,2,How to Work More Hours and Still Go Home Early,2007-02-18T05:00:00+0000,5.51,10,10,1.0
Before,2007,2,Thomas Praises Johnson’s ‘Great Play’,2007-02-24T05:00:00+0000,6.1,5,6,0.8
Before,2007,2,If It Quacks Like a Doc,2007-02-02T13:47:55+0000,5.44,5,6,0.8
Before,2007,2,Fed Ex,2007-02-03T01:12:01+0000,4.98,2,2,1.0
Before,2007,2,CBS Gives Cash to Get a (Second) Life,2007-02-26T12:39:05+0000,5.96,8,8,1.0
Before,2007,2,Bill to Aid Georgian Convicted of Sex Crime Stalls in Assembly,2007-02-20T05:00:00+0000,4.86,9,11,0.8
Before,2007,2,The TierneyLab $0.00 Earth Challenge,2007-02-13T03:50:01+0000,5.73,3,4,0.8
Before,2007,2,Official’s Son Faces Drug Charge,2007-02-11T05:00:00+0000,5.31,6,6,1.0
Before,2007,2,"This Time, No Roadside Assistance",2007-02-25T05:00:00+0000,5.06,4,5,0.8
Before,2007,2,Lawmaker in Iraq Convicted for Embassy Blasts in ‘83,2007-02-06T05:00:00+0000,4.79,6,8,0.8
Before,2007,2,Environmental Effects of Wood-Fired Boilers; Is Affordable Housing Too Much to Ask?; Medical Treatment at Your Supermarket (3 Letters),2007-02-11T05:00:00+0000,5.2,16,19,0.8
Before,2007,2,Food for the Soul,2007-02-11T05:00:00+0000,6.0,4,4,1.0
Before,2007,2,What’s on Wednesday,2007-02-28T05:00:00+0000,5.2,4,4,1.0
Before,2007,2,"Legal Sideshow, Not Home Run Hoopla, Follows Bonds",2007-02-17T05:00:00+0000,5.32,6,8,0.8
